Issue Type,Issue key,Issue id,Summary,Assignee,Reporter,Priority,Status,Resolution,Created,Updated,Due Date
Bug,HDFS-14973,13267158,Balancer getBlocks RPC dispersal does not function properly,xkrogen,xkrogen,Major,Resolved,Fixed,08/Nov/19 18:05,09/Dec/19 20:05,
Bug,HDFS-15017,13270850,Remove redundant import of AtomicBoolean in NameNodeConnector.,csun,shv,Major,Resolved,Fixed,27/Nov/19 01:18,07/Dec/19 21:51,
Bug,HDFS-15010,13270268,BlockPoolSlice#addReplicaThreadPool static pool should be initialized by static method,surendralilhore,surendralilhore,Major,Resolved,Fixed,23/Nov/19 19:19,04/Dec/19 18:38,
Bug,HDFS-15009,13270061,"FSCK ""-list-corruptfileblocks"" return Invalid Entries",hemanthboyina,hemanthboyina,Major,Resolved,Fixed,22/Nov/19 09:50,04/Dec/19 18:37,
Bug,HDFS-14992,13269085,TestOfflineEditsViewer is failing in Trunk,hemanthboyina,hemanthboyina,Major,Resolved,Fixed,18/Nov/19 14:01,21/Nov/19 08:22,
Bug,HDFS-14996,13269352,RBF: GetFileStatus fails for directory with EC policy set in case of multiple destinations ,ayushtkn,ayushtkn,Major,Resolved,Fixed,19/Nov/19 17:11,21/Nov/19 07:03,
Bug,HDFS-14967,13266876,TestWebHDFS  fails in Windows ,prasad-acit,prasad-acit,Major,Resolved,Fixed,07/Nov/19 17:31,18/Nov/19 13:39,
Bug,HDFS-14802,13253904,The feature of protect directories should be used in RenameOp,ferhui,ferhui,Major,Resolved,Fixed,30/Aug/19 11:04,15/Nov/19 20:53,
Bug,HDFS-14720,13250189,DataNode shouldn't report block as bad block if the block length is Long.MAX_VALUE.,hemanthboyina,surendralilhore,Major,Resolved,Fixed,12/Aug/19 06:30,09/Nov/19 17:15,
Bug,HDFS-14807,13254042,SetTimes updates all negative values apart from -1,ayushtkn,Harsha1206,Major,Resolved,Fixed,31/Aug/19 07:18,07/Nov/19 23:44,
Bug,HDFS-14806,13254019,Bootstrap standby may fail if used in-progress tailing,vagarychen,vagarychen,Major,Resolved,Fixed,30/Aug/19 22:31,07/Nov/19 00:31,
Bug,HDFS-14946,13265464,Erasure Coding: Block recovery failed during decommissioning,ferhui,ferhui,Major,Resolved,Fixed,31/Oct/19 07:35,06/Nov/19 16:52,
Bug,HDFS-14880,13259266,Correct the sequence of statistics & exit message in balencer,prasad-acit,prasad-acit,Major,Resolved,Fixed,27/Sep/19 12:54,06/Nov/19 16:43,
Bug,HDFS-14499,13233967,Misleading REM_QUOTA value with snapshot and trash feature enabled for a directory,shashikant,shashikant,Major,Resolved,Fixed,17/May/19 14:01,06/Nov/19 14:45,
Bug,HDFS-14938,13264801,Add check if excludedNodes contain scope in DFSNetworkTopology#chooseRandomWithStorageType() ,leosun08,leosun08,Major,Resolved,Fixed,28/Oct/19 12:13,05/Nov/19 04:30,
Bug,HDFS-14925,13264051,rename operation should check nest snapshot,zhjwpku,zhjwpku,Major,Resolved,Fixed,23/Oct/19 15:38,01/Nov/19 23:51,
Bug,HDFS-14730,13250843,Remove unused configuration dfs.web.authentication.filter ,zhangchen,zhangchen,Major,Resolved,Fixed,14/Aug/19 18:20,29/Oct/19 02:41,
Bug,HDFS-14913,13263038,Correct the value of available count in DFSNetworkTopology#chooseRandomWithStorageType() ,ayushtkn,ayushtkn,Major,Resolved,Fixed,18/Oct/19 08:19,25/Oct/19 10:00,
Bug,HDFS-14492,13233483,Snapshot memory leak,weichiu,weichiu,Major,Resolved,Fixed,15/May/19 13:40,24/Oct/19 20:25,
Bug,HDFS-14609,13241561,RBF: Security should use common AuthenticationFilter,zhangchen,crh,Major,Resolved,Fixed,25/Jun/19 18:37,23/Oct/19 16:14,
Bug,HDFS-14887,13259890,"RBF: In Router Web UI, Observer Namenode Information displaying as Unavailable",hemanthboyina,hemanthboyina,Major,Resolved,Fixed,01/Oct/19 11:38,19/Oct/19 20:38,
Bug,HDFS-14909,13262387,DFSNetworkTopology#chooseRandomWithStorageType() should not decrease storage count for excluded node which is already part of excluded scope ,surendralilhore,surendralilhore,Major,Resolved,Fixed,15/Oct/19 15:08,18/Oct/19 08:21,
Bug,HDFS-14739,13250999,RBF: LS command for mount point shows wrong owner and permission information.,LiJinglun,xuzq_zander,Major,Resolved,Fixed,15/Aug/19 11:13,16/Oct/19 14:26,
Bug,HDFS-14886,13259874,"In NameNode Web UI's Startup Progress page, Loading edits always shows 0 sec",hemanthboyina,hemanthboyina,Major,Resolved,Fixed,01/Oct/19 11:12,14/Oct/19 18:49,
Bug,HDFS-14900,13260979, Fix build failure of hadoop-hdfs-native-client,iwasakims,iwasakims,Major,Resolved,Fixed,07/Oct/19 22:49,10/Oct/19 16:33,
Bug,HDFS-14686,13248038,HttpFS: HttpFSFileSystem#getErasureCodingPolicy always returns null,smeng,smeng,Major,Resolved,Fixed,31/Jul/19 08:05,04/Oct/19 17:12,
Bug,HDFS-14879,13259244,Header was wrong in Snapshot web UI,hemanthboyina,hemanthboyina,Major,Resolved,Fixed,27/Sep/19 11:29,04/Oct/19 08:07,
Bug,HDFS-14637,13243750,Namenode may not replicate blocks to meet the policy after enabling upgradeDomain,sodonnell,sodonnell,Major,Resolved,Fixed,08/Jul/19 19:28,04/Oct/19 05:30,
Bug,HDFS-14527,13236782,Stop all DataNodes may result in NN terminate,hexiaoqiao,hexiaoqiao,Major,Resolved,Fixed,31/May/19 08:06,04/Oct/19 00:57,
Bug,HDFS-14660,13245673,[SBN Read] ObserverNameNode should throw StandbyException for requests not from ObserverProxyProvider,csun,csun,Major,Resolved,Fixed,18/Jul/19 05:30,03/Oct/19 23:54,
Bug,HDFS-14494,13233563,Move Server logging of StatedId inside receiveRequestState(),shwetayakkali,shv,Major,Resolved,Fixed,15/May/19 18:38,03/Oct/19 23:53,
Bug,HDFS-14881,13259589,"Safemode 'forceExit' option, doesn’t shown in help message",prasad-acit,prasad-acit,Major,Resolved,Fixed,30/Sep/19 06:29,03/Oct/19 17:25,
Bug,HDFS-14808,13254043,EC: Improper size values for corrupt ec block in LOG ,ayushtkn,Harsha1206,Major,Resolved,Fixed,31/Aug/19 07:29,02/Oct/19 20:54,
Bug,HDFS-14873,13258746,Fix dfsadmin doc for triggerBlockReport,ferhui,ferhui,Major,Resolved,Fixed,25/Sep/19 09:18,02/Oct/19 17:15,
Bug,HDFS-14623,13242424,"In NameNode Web UI, for Head the file (first 32K) old data is showing",hemanthboyina,hemanthboyina,Major,Resolved,Fixed,01/Jul/19 06:35,02/Oct/19 17:15,
Bug,HDFS-14557,13238624,JournalNode error: Can't scan a pre-transactional edit log,sodonnell,weichiu,Major,Resolved,Fixed,10/Jun/19 20:39,02/Oct/19 17:15,
Bug,HDFS-14465,13231695,"When the Block expected replications is larger than the number of DataNodes, entering maintenance will never exit.",caiyicong,caiyicong,Major,Resolved,Fixed,06/May/19 03:03,02/Oct/19 17:15,
Bug,HDFS-14685,13248015,DefaultAuditLogger doesn't print CallerContext,xuzq_zander,xuzq_zander,Major,Resolved,Fixed,31/Jul/19 06:36,02/Oct/19 17:14,
Bug,HDFS-14846,13256430,libhdfs tests are failing on trunk due to jni usage bugs,stakiar,stakiar,Major,Resolved,Fixed,12/Sep/19 22:18,02/Oct/19 17:14,
Bug,HDFS-14569,13239517,Result of crypto -listZones is not formatted properly,hemanthboyina,hemanthboyina,Major,Resolved,Fixed,14/Jun/19 12:10,02/Oct/19 17:14,
Bug,HDFS-14796,13253636,Define LOG instead of BlockManager.LOG in ErasureCodingWork/ReplicationWork,ferhui,ferhui,Major,Resolved,Fixed,29/Aug/19 07:40,02/Oct/19 17:13,
Bug,HDFS-14425,13227996,Native build fails on macos due to jlong in hdfs.c,hunhun,hunhun,Major,Resolved,Fixed,15/Apr/19 03:18,02/Oct/19 17:13,
Bug,HDFS-14512,13235343,ONE_SSD policy will be violated while write data with DistributedFileSystem.create(....favoredNodes),ayushtkn,shenyinjie,Major,Resolved,Fixed,24/May/19 09:27,02/Oct/19 17:13,
Bug,HDFS-14583,13240339,FileStatus#toString() will throw IllegalArgumentException,xuzq_zander,xuzq_zander,Major,Resolved,Fixed,19/Jun/19 03:42,02/Oct/19 17:13,
Bug,HDFS-14414,13226109,Clean up findbugs warning in branch-2,dineshchitlangia,weichiu,Major,Resolved,Fixed,04/Apr/19 12:39,02/Oct/19 17:12,
Bug,HDFS-14418,13226717,Remove redundant super user priveledge checks from namenode.,ayushtkn,ayushtkn,Major,Resolved,Fixed,08/Apr/19 14:29,01/Oct/19 16:31,
Bug,HDFS-14853,13257394,NPE in DFSNetworkTopology#chooseRandomWithStorageType() when the excludedNode is not present,RANith,RANith,Major,Resolved,Fixed,18/Sep/19 14:06,28/Sep/19 03:53,
Bug,HDFS-14874,13258749,Fix TestHDFSCLI and TestDFSShell test break because of logging change in mkdir,gabor.bota,gabor.bota,Major,Resolved,Fixed,25/Sep/19 09:27,26/Sep/19 05:01,
Bug,HDFS-14777,13253038,RBF: Set ReadOnly is failing for mount Table but actually readonly succeed to set,RANith,RANith,Major,Resolved,Fixed,26/Aug/19 13:36,21/Sep/19 04:37,
Bug,HDFS-14759,13251946,HDFS cat logs an info message,ebadger,ebadger,Major,Resolved,Fixed,20/Aug/19 21:57,18/Sep/19 17:37,
Bug,HDFS-14835,13255571,RBF: Secured Router should not run when it can't initialize DelegationTokenSecretManager,tasanuma,tasanuma,Major,Resolved,Fixed,09/Sep/19 08:31,11/Sep/19 01:33,
Bug,HDFS-14826,13255178,dfs.ha.zkfc.port property duplicated in hdfs-default.xml,prasad-acit,prasad-acit,Major,Resolved,Fixed,06/Sep/19 07:40,06/Sep/19 12:28,
Bug,HDFS-14721,13250226,RBF: ProxyOpComplete is not accurate in FederationRPCPerformanceMonitor,xuzq_zander,xuzq_zander,Major,Resolved,Fixed,12/Aug/19 09:24,29/Aug/19 14:50,
Bug,HDFS-14772,13252660,RBF: hdfs-rbf-site.xml can't be loaded automatically,John Smith,John Smith,Major,Resolved,Fixed,23/Aug/19 12:50,27/Aug/19 16:44,
Bug,HDFS-14722,13250243,RBF: GetMountPointStatus should return mountTable information when getFileInfoAll throw IOException,xuzq_zander,xuzq_zander,Major,Resolved,Fixed,12/Aug/19 10:26,24/Aug/19 06:52,
Bug,HDFS-14761,13251967,RBF: MountTableResolver cannot invalidate cache correctly,John Smith,John Smith,Major,Resolved,Fixed,21/Aug/19 03:23,23/Aug/19 17:51,
Bug,HDFS-14747,13251573,RBF: IsFileClosed should be return false when the file is open in multiple destination,xuzq_zander,xuzq_zander,Major,Resolved,Fixed,19/Aug/19 12:26,23/Aug/19 13:51,
Bug,HDFS-14741,13251223,RBF: RecoverLease should be return false when the file is open in multiple destination,xuzq_zander,xuzq_zander,Major,Resolved,Fixed,16/Aug/19 11:11,22/Aug/19 03:57,
Bug,HDFS-14456,13229821,HAState#prepareToEnterState needn't a lock,hunhun,hunhun,Major,Resolved,Fixed,24/Apr/19 09:38,17/Aug/19 00:42,
Bug,HDFS-14719,13250185,Correct the safemode threshold value in BlockManagerSafeMode,hemanthboyina,surendralilhore,Major,Resolved,Fixed,12/Aug/19 05:45,15/Aug/19 07:10,
Bug,HDFS-14459,13230313,ClosedChannelException silently ignored in FsVolumeList.addBlockPool(),sodonnell,sodonnell,Major,Resolved,Fixed,26/Apr/19 13:36,08/Aug/19 20:53,
Bug,HDFS-14631,13243179,The DirectoryScanner doesn't fix the wrongly placed replica.,LiJinglun,LiJinglun,Major,Resolved,Fixed,04/Jul/19 10:55,07/Aug/19 20:48,
Bug,HDFS-14692,13248403,Upload button should not encode complete url,ljain,ljain,Major,Resolved,Fixed,01/Aug/19 18:31,06/Aug/19 22:45,
Bug,HDFS-14462,13230951,"WebHDFS throws ""Error writing request body to server"" instead of DSQuotaExceededException",simbadzina,xkrogen,Major,Resolved,Fixed,30/Apr/19 16:34,02/Aug/19 19:05,
Bug,HDFS-14661,13246326,RBF: updateMountTableEntry shouldn't update mountTableEntry if targetPath not exist,xuzq_zander,xuzq_zander,Major,Resolved,Fixed,22/Jul/19 13:46,01/Aug/19 03:50,
Bug,HDFS-14677,13247680,TestDataNodeHotSwapVolumes#testAddVolumesConcurrently fails intermittently in trunk,zhangchen,zhangchen,Major,Resolved,Fixed,29/Jul/19 15:21,30/Jul/19 19:37,
Bug,HDFS-14642,13244124,processMisReplicatedBlocks does not return correct processed count,sodonnell,sodonnell,Major,Resolved,Fixed,10/Jul/19 14:47,25/Jul/19 14:50,
Bug,HDFS-14537,13237252,Journaled Edits Cache is not cleared when formatting the JN,RANith,RANith,Major,Resolved,Fixed,03/Jun/19 14:09,19/Jun/19 05:35,
Bug,HDFS-14549,13237772,EditLogTailer shouldn't output full stack trace when interrupted,elgoiri,elgoiri,Major,Resolved,Fixed,05/Jun/19 17:44,14/Jun/19 20:42,
Bug,HDFS-14521,13236306,Suppress setReplication logging.,kihwal,kihwal,Major,Resolved,Fixed,29/May/19 18:51,30/May/19 22:56,
Bug,HDFS-14514,13235745,Actual read size of open file in encryption zone still larger than listing size even after enabling HDFS-11402 in Hadoop 2,smeng,smeng,Major,Resolved,Fixed,27/May/19 08:29,30/May/19 03:44,
Bug,HDFS-14482,13232378,Crash when using libhdfs with bad classpath,stakiar,tlipcon,Major,Resolved,Fixed,09/May/19 04:49,15/May/19 01:33,
Bug,HDFS-14438,13228743,Fix typo in OfflineEditsVisitorFactory,bianqi,bianqi,Major,Resolved,Fixed,18/Apr/19 03:47,05/May/19 09:15,
Bug,HDFS-14435,13228675,ObserverReadProxyProvider is unable to properly fetch HAState from Standby NNs,xkrogen,xkrogen,Major,Resolved,Fixed,17/Apr/19 18:06,22/Apr/19 21:24,
Bug,HDFS-14445,13229204,TestTrySendErrorReportWhenNNThrowsIOException fails in trunk,ayushtkn,ayushtkn,Major,Resolved,Fixed,20/Apr/19 10:09,22/Apr/19 20:47,
Bug,HDFS-14416,13226207,Fix TestHdfsConfigFields for field dfs.client.failover.resolver.useFQDN,fengnanli,elgoiri,Major,Resolved,Fixed,04/Apr/19 17:45,05/Apr/19 21:21,
Bug,HDFS-16350,13413368,Datanode start time should be set after RPC server starts successfully,vjasani,vjasani,Minor,Resolved,Fixed,23/Nov/21 11:11,14/Feb/22 18:03,
Bug,HDFS-16449,13427446,Fix hadoop web site release notes and changelog not available,philipse,philipse,Minor,Resolved,Fixed,09/Feb/22 10:10,14/Feb/22 02:34,
Bug,HDFS-16406,13420206,DataNode metric ReadsFromLocalClient does not count short-circuit reads,secfree.teng,secfree.teng,Minor,Resolved,Fixed,01/Jan/22 15:55,09/Feb/22 02:12,
Bug,HDFS-16410,13420582,Insecure Xml parsing in OfflineEditsXmlLoader ,groot,groot,Minor,Resolved,Fixed,04/Jan/22 12:35,10/Jan/22 17:16,
Bug,HDFS-16417,13421046,RBF: StaticRouterRpcFairnessPolicyController init fails with division by 0 if concurrent ns handler count is configured,coconut_icecream,coconut_icecream,Minor,Resolved,Fixed,06/Jan/22 11:11,10/Jan/22 10:33,
Bug,HDFS-16334,13412488,Correct NameNode ACL description,philipse,philipse,Minor,Resolved,Fixed,18/Nov/21 10:04,04/Jan/22 22:30,
Bug,HDFS-16328,13412206,Correct disk balancer param desc,philipse,philipse,Minor,Resolved,Fixed,17/Nov/21 08:50,04/Jan/22 22:29,
Bug,HDFS-16329,13412266,Fix log format for BlockManager,tomscut,tomscut,Minor,Resolved,Fixed,17/Nov/21 12:26,04/Jan/22 22:28,
Bug,HDFS-15788,13354285,Correct the statement for pmem cache to reflect cache persistence support,PhiloHe,PhiloHe,Minor,Resolved,Fixed,25/Jan/21 07:06,08/Dec/21 12:28,
Bug,HDFS-16324,13411808,Fix error log in BlockManagerSafeMode,philipse,philipse,Minor,Resolved,Fixed,15/Nov/21 13:05,08/Dec/21 12:25,
Bug,HDFS-16370,13415265,Fix assert message for BlockInfo,tomscut,tomscut,Minor,Resolved,Fixed,03/Dec/21 11:44,05/Dec/21 01:05,
Bug,HDFS-16361,13414195,Fix log format for QueryCommand,tomscut,tomscut,Minor,Resolved,Fixed,29/Nov/21 00:24,01/Dec/21 07:54,
Bug,HDFS-16236,13403008,Example command for daemonlog is not correct,prasad-acit,prasad-acit,Minor,Resolved,Fixed,23/Sep/21 19:09,27/Sep/21 00:43,
Bug,HDFS-16199,13398509,Resolve log placeholders in NamenodeBeanMetrics,vjasani,vjasani,Minor,Resolved,Fixed,31/Aug/21 16:49,04/Sep/21 14:39,
Bug,HDFS-16177,13395863,Bug fix for Util#receiveFile,tomscut,tomscut,Minor,Resolved,Fixed,18/Aug/21 11:43,19/Aug/21 04:32,
Bug,HDFS-16151,13393054,Improve the parameter comments related to ProtobufRpcEngine2#Server(),jianghuazhu,jianghuazhu,Minor,Resolved,Fixed,02/Aug/21 11:28,09/Aug/21 02:07,
Bug,HDFS-16108,13387220,Incorrect log placeholders used in JournalNodeSyncer,vjasani,vjasani,Minor,Resolved,Fixed,02/Jul/21 07:23,05/Jul/21 04:44,
Bug,HDFS-16109,13387419,Fix flaky some unit tests since they offen timeout,tomscut,tomscut,Minor,Resolved,Fixed,03/Jul/21 01:44,05/Jul/21 01:15,
Bug,HDFS-16057,13382664,Make sure the order for location in ENTERING_MAINTENANCE state,tomscut,tomscut,Minor,Resolved,Fixed,08/Jun/21 09:10,14/Jun/21 07:37,
Bug,HDFS-15485,13318411,Fix outdated properties of JournalNode when performing rollback,Deegue,Deegue,Minor,Resolved,Fixed,21/Jul/20 07:13,10/Jun/21 07:44,
Bug,HDFS-15865,13361537,Interrupt DataStreamer thread,,kpalanisamy,Minor,Resolved,Fixed,01/Mar/21 08:11,04/May/21 10:28,
Bug,HDFS-15930,13368262,Fix some @param errors in DirectoryScanner.,zhuqi,zhuqi,Minor,Resolved,Fixed,29/Mar/21 02:43,04/Apr/21 03:30,
Bug,HDFS-15222,13291698," Correct the ""hdfs fsck -list-corruptfileblocks"" command output",Sushma_28,SouryakantaDwivedy,Minor,Resolved,Fixed,14/Mar/20 08:32,02/Apr/21 04:19,
Bug,HDFS-15816,13356417,Fix shouldAvoidStaleDataNodesForWrite returns when no stale node in cluster.,hadoop_yangyun,hadoop_yangyun,Minor,Resolved,Fixed,03/Feb/21 08:42,14/Mar/21 09:51,
Bug,HDFS-15739,13346808,Missing Javadoc for a param in DFSNetworkTopology,zhanghuazong,zhanghuazong,Minor,Resolved,Fixed,18/Dec/20 15:32,22/Dec/20 01:28,
Bug,HDFS-15163,13284779,hdfs-2.10.0-webapps-secondary-status.html miss moment.js,,hiscat,Minor,Resolved,Fixed,12/Feb/20 10:37,30/Nov/20 10:25,
Bug,HDFS-15257,13295765,Fix spelling mistake in DataXceiverServer,huanghaibin,huanghaibin,Minor,Resolved,Fixed,02/Apr/20 11:09,02/Apr/20 17:20,
Bug,HDFS-15193,13287648,Improving the error message for missing `dfs.namenode.rpc-address.$NAMESERVICE`,ctest.team,ctest.team,Minor,Resolved,Fixed,26/Feb/20 01:51,28/Mar/20 18:58,
Bug,HDFS-14434,13228563,webhdfs that connect secure hdfs should not use user.name parameter,magnum,magnum,Minor,Resolved,Fixed,17/Apr/19 10:22,26/Mar/20 00:21,
Bug,HDFS-15158,13284065,The number of failed volumes mismatch  with volumeFailures of Datanode metrics ,hadoop_yangyun,hadoop_yangyun,Minor,Resolved,Fixed,08/Feb/20 08:41,26/Mar/20 00:01,
Bug,HDFS-15077,13276005,Fix intermittent failure of TestDFSClientRetries#testLeaseRenewSocketTimeout,iwasakims,iwasakims,Minor,Resolved,Fixed,23/Dec/19 08:56,12/Mar/20 14:13,
Bug,HDFS-15147,13281822,LazyPersistTestCase wait logic is error-prone,ahussein,ahussein,Minor,Resolved,Fixed,27/Jan/20 23:54,27/Feb/20 20:51,
Bug,HDFS-15182,13286135,TestBlockManager#testOneOfTwoRacksDecommissioned() fail in trunk,leosun08,leosun08,Minor,Resolved,Fixed,19/Feb/20 01:57,22/Feb/20 09:24,
Bug,HDFS-15072,13275376,HDFS MiniCluster fails to start when run in directory path with a %,iwasakims,gjacoby,Minor,Resolved,Fixed,19/Dec/19 00:20,08/Jan/20 03:50,
Bug,HDFS-15073,13275406,Replace curator-shaded guava import with the standard one,csanivar,aajisaka,Minor,Resolved,Fixed,19/Dec/19 05:00,25/Dec/19 02:38,
Bug,HDFS-14908,13262363,LeaseManager should check parent-child relationship when filter open files.,LiJinglun,LiJinglun,Minor,Resolved,Fixed,15/Oct/19 13:31,17/Dec/19 02:57,
Bug,HDFS-14751,13251754,Synchronize on diffs in DirectoryScanner,leosun08,leosun08,Minor,Resolved,Fixed,20/Aug/19 04:35,13/Dec/19 03:56,
Bug,HDFS-14958,13266607,TestBalancerWithNodeGroup is not using NetworkTopologyWithNodeGroup,jbrennan,jbrennan,Minor,Resolved,Fixed,06/Nov/19 15:23,09/Dec/19 19:59,
Bug,HDFS-15026,13271632,TestPendingReconstruction#testPendingReconstruction() fail in trunk,leosun08,leosun08,Minor,Resolved,Fixed,02/Dec/19 08:21,03/Dec/19 04:13,
Bug,HDFS-14940,13265037,HDFS Balancer : Do not allow to set balancer maximum network bandwidth more than 1TB,hemanthboyina,SouryakantaDwivedy,Minor,Resolved,Fixed,29/Oct/19 13:28,21/Nov/19 19:23,
Bug,HDFS-14962,13266708,RBF: ConnectionPool#newConnection() error log wrong protocol class,John Smith,John Smith,Minor,Resolved,Fixed,07/Nov/19 02:31,11/Nov/19 05:42,
Bug,HDFS-14945,13265460,Revise PacketResponder's log.,xudongcao,xudongcao,Minor,Resolved,Fixed,31/Oct/19 07:14,04/Nov/19 17:56,
Bug,HDFS-14916,13263467,RBF: line breaks are missing from the output of 'hdfs dfsrouteradmin -ls',risyomei,risyomei,Minor,Resolved,Fixed,21/Oct/19 06:31,21/Oct/19 13:16,
Bug,HDFS-14708,13249239,TestLargeBlockReport#testBlockReportSucceedsWithLargerLengthLimit fails in trunk,leosun08,leosun08,Minor,Resolved,Fixed,07/Aug/19 01:58,02/Oct/19 17:15,
Bug,HDFS-14598,13241152,Findbugs warning caused by HDFS-12487,hexiaoqiao,weichiu,Minor,Resolved,Fixed,24/Jun/19 00:05,02/Oct/19 17:15,
Bug,HDFS-14836,13255622,FileIoProvider should not increase FileIoErrors metric in datanode volume metric,Aiphag0,Aiphag0,Minor,Resolved,Fixed,09/Sep/19 12:24,02/Oct/19 17:15,
Bug,HDFS-14876,13259102,Remove unused imports from TestBlockMissingException.java and TestClose.java,leosun08,leosun08,Minor,Resolved,Fixed,26/Sep/19 17:06,28/Sep/19 19:11,
Bug,HDFS-14798,13253754,Synchronize invalidateBlocks in DatanodeDescriptor,hemanthboyina,belugabehr,Minor,Resolved,Fixed,29/Aug/19 16:25,24/Sep/19 21:11,
Bug,HDFS-14838,13255850,RBF: Display RPC (instead of HTTP) Port Number in RBF web UI,risyomei,risyomei,Minor,Resolved,Fixed,10/Sep/19 10:48,11/Sep/19 08:17,
Bug,HDFS-14630,13243120,Configuration.getTimeDurationHelper() should not log time unit warning in info log.,hemanthboyina,surendralilhore,Minor,Resolved,Fixed,04/Jul/19 05:37,03/Sep/19 08:38,
Bug,HDFS-14679,13247763,Failed to add erasure code policies with example template,yuanzhou,yuanzhou,Minor,Resolved,Fixed,30/Jul/19 03:12,06/Aug/19 03:30,
Bug,HDFS-14691,13248267,Wrong usage hint for hadoop fs command test,jiangjianfei,jiangjianfei,Minor,Resolved,Fixed,01/Aug/19 07:25,05/Aug/19 16:17,
Bug,HDFS-14669,13246973,TestDirectoryScanner#testDirectoryScannerInFederatedCluster fails intermittently in trunk,iamgd67,iamgd67,Minor,Resolved,Fixed,25/Jul/19 06:42,03/Aug/19 07:30,
Bug,HDFS-14681,13247909,RBF: TestDisableRouterQuota failed because port 8888 was occupied,csun,weichiu,Minor,Resolved,Fixed,30/Jul/19 18:05,31/Jul/19 17:30,
Bug,HDFS-14466,13228241,Add a regression test for HDFS-14323,iwasakims,ebyhr,Minor,Resolved,Fixed,16/Apr/19 04:24,12/Jul/19 01:26,
Bug,HDFS-14486,13232848,The exception classes in some throw statements do not accurately describe why they are thrown,ayushtkn,ebugs-in-cloud-systems,Minor,Resolved,Fixed,12/May/19 07:02,06/Jun/19 19:14,
Bug,HDFS-14420,13227137,Fix typo in KeyShell console,xiaodong.hu,xiaodong.hu,Minor,Resolved,Fixed,10/Apr/19 09:25,12/Apr/19 00:54,
Bug,HDFS-14407,13225840,Fix misuse of SLF4j logging API in DatasetVolumeChecker#checkAllVolumes,jiwq,jiwq,Minor,Resolved,Fixed,03/Apr/19 15:44,05/Apr/19 05:07,
Bug,HDFS-16409,13419666,Fix typo: testHasExeceptionsReturnsCorrectValue -> testHasExceptionsReturnsCorrectValue,groot,groot,Trivial,Resolved,Fixed,28/Dec/21 07:28,04/Jan/22 22:39,
Bug,HDFS-16230,13401955,Remove irrelevant trim() call in TestStorageRestore,thomasleplus,thomasleplus,Trivial,Resolved,Fixed,18/Sep/21 03:51,19/Sep/21 18:40,
Bug,HDFS-16051,13381273,Misspelt words in DataXceiver.java line 881 and line 885,ningsheng,ningsheng,Trivial,Resolved,Fixed,31/May/21 12:02,01/Jun/21 03:07,
Bug,HDFS-15698,13342979,Fix the typo of dfshealth.html after HDFS-15358,ferhui,ferhui,Trivial,Resolved,Fixed,27/Nov/20 11:54,28/Apr/21 09:56,
Bug,HDFS-15116,13279015,Correct spelling of comments for NNStorage.setRestoreFailedStorage,xudongcao,xudongcao,Trivial,Resolved,Fixed,13/Jan/20 08:54,20/Dec/20 13:02,
Bug,HDFS-15309,13301841,Remove redundant String.valueOf method on ExtendedBlockId.java,bianqi,bianqi,Trivial,Resolved,Fixed,29/Apr/20 15:50,30/Apr/20 07:02,
Bug,HDFS-15256,13295747,Fix typo in DataXceiverServer#run(),leosun08,leosun08,Trivial,Resolved,Fixed,02/Apr/20 09:40,06/Apr/20 20:19,
Bug,HDFS-15208,13289924,Suppress bogus AbstractWadlGeneratorGrammarGenerator in KMS stderr in hdfs,weichiu,weichiu,Trivial,Resolved,Fixed,05/Mar/20 23:23,18/Mar/20 17:00,
Bug,HDFS-15089,13277006,RBF: SmallFix for RBFMetrics in doc,Huachao,Huachao,Trivial,Resolved,Fixed,31/Dec/19 10:40,06/Jan/20 03:46,
Bug,HDFS-14933,13264410,Fixing a typo in documentation of Observer NameNode,risyomei,risyomei,Trivial,Resolved,Fixed,25/Oct/19 04:55,25/Oct/19 06:38,
Bug,HDFS-14885,13259804,UI: Fix a typo on WebUI of DataNode.,risyomei,risyomei,Trivial,Resolved,Fixed,01/Oct/19 03:46,02/Oct/19 02:19,
Bug,HDFS-14868,13258231,RBF: Fix typo in TestRouterQuota,LiJinglun,LiJinglun,Trivial,Resolved,Fixed,23/Sep/19 07:14,24/Sep/19 16:56,
Bug,HDFS-14464,13231291,Remove unnecessary log message from DFSInputStream,csun,kihwal,Trivial,Resolved,Fixed,02/May/19 15:38,30/Jul/19 18:38,
Bug,HDFS-14629,13242952,Property value Hard Coded in DNConf.java,hemanthboyina,hemanthboyina,Trivial,Resolved,Fixed,03/Jul/19 09:30,05/Jul/19 05:53,
Bug,HDFS-14556,13238436,"Spelling Mistake ""gloablly""",belugabehr,belugabehr,Trivial,Resolved,Fixed,10/Jun/19 00:36,17/Jun/19 01:48,
